,ClubID,IndvID,Country,PostCode,Gender,Age,BirthYear,BirthMonth,ActivityStatus,ResidentialStatus,OwnershipStatus,LiveAlone,Ethnicity,Education,Religion,PersonalChallenges,MaritalStat,ChildNum,ChildCoResNum_1,ChildCoResNum_2,ChildCoResNum_3,ChildCoResNum_4,ChildCoResNum_5,SibsNum,HasOthFamily,HasFriends,ContactInPerson_Child,ContactPhone_Child,ContactEmail_Child,ContactText_Child,ContactVideo_Child,ContactSocMedia_Child,ChangeContact_Child,ChangeInPerson_Child,ContactInPerson_Sibs,ContactPhone_Sibs,ContactEmail_Sibs,ContactText_Sibs,ContactVideo_Sibs,ContactSocMedia_Sibs,ChangeContact_Sibs,ChangeInPerson_Sibs,ContactInPerson_OthFamily,ContactPhone_OthFamily,ContactEmail_OthFamily,ContactText_OthFamily,ContactVideo_OthFamily,ContactSocMedia_OthFamily,ChangeContact_OthFamily,ChangeInPerson_OthFamily,ContactInPerson_Friends,ContactPhone_Friends,ContactEmail_Friends,ContactText_Friends,ContactVideo_Friends,ContactSocMedia_Friends,ChangeContact_Friends,ChangeInPerson_Friends,Lonely,ChangeLonely,HowConcerned,Isolating,ChangeIsolating,DaysExercise,ChangeExercise,DaysAlcohol,ChangeAlcohol,DifficultySleep,ChangeSleep,Disability,LimitActivities,PhysicalHealth,ChangePhysical,MentalHealth,ChangeMental,RotaryMember,RotaryInvolvement,RotaryChange,RotaryChallenges,CovidAct,OthAct,ImpactOnMeetings,ImpactOnPartnerships,ImpactOnFinances,ImpactOnMembership,OthImpact,RotaryResponse,Contrib_Charitable,Contrib_Religious,Contrib_Other,ContribChange_Charitable,ContribChange_Religious,ContribToCovid,Latitude,Longitude
34,101051,5,Scotland,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,First degree,Protestant,,Married,2,,None,,,,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,No,Yes,No,No,No,No,Remained about the same,Decreased,Yes,Yes,No,Yes,No,No,Decreased,Decreased,No,No,No,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,1.0,Remained about the same,7.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Financial contribution,Both,Both,Remained about the same,Increased,In part,57.477798461914,-4.22810363769531
35,101051,6,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,None,,,,,,0,Yes,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,Yes,No,No,Remained about the same,Remained about the same,Yes,No,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Remained about the same,4.0,Decreased,Mild,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted",No impact,"Yes, mixed impact",,,Financial contribution,No contribution,Financial contribution,Increased,,In part,57.586196899414,-4.1239013671875
36,101051,7,Scotland,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,Postgraduate/higher degree,Protestant,,Married,1,No,,,,,0,No,Yes,No,No,No,No,No,Yes,Remained about the same,Decreased,No,No,No,No,No,No,,,No,No,No,No,No,No,,,Yes,Yes,Yes,No,Yes,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,7.0,Remained about the same,7.0,Remained about the same,Mild,Remained about the same,Yes,Yes,Excellent,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, mixed impact","Yes, mixed impact",No impact,,,Financial contribution,No contribution,Financial contribution,Increased,,In part,57.477798461914,-4.22810363769531
37,101052,1,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,,Scottish,HNC/HND or equivalent,Protestant,,Married,3,,,None,,,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,No,No,Yes,Remained about the same,Remained about the same,No,No,No,No,No,Yes,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,Yes,Increased,Increased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,4.0,Decreased,3.0,Remained about the same,Moderate,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Both,Both,Increased,Increased,Yes,57.477798461914,-4.22810363769531
38,101052,2,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,HNC/HND or equivalent,Protestant,,Married,2,,None,,,,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Decreased,Decreased,Yes,Yes,No,Yes,No,Yes,Remained about the same,Decreased,Yes,Yes,No,Yes,No,Yes,Remained about the same,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,7.0,Decreased,1.0,Decreased,Moderate,Worsened,Yes,No,Good,About the same,Fair,Worse,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, positively impacted",,,Both,,Both,Increased,,Yes,57.477798461914,-4.22810363769531
39,101052,3,Scotland,,Male,55-64 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,Protestant,,Married,1,Yes,,,,,1,Yes,Yes,Yes,No,No,No,No,No,Increased,Increased,No,No,No,No,Yes,No,Increased,Decreased,No,No,No,Yes,No,No,Remained about the same,Remained about the same,No,No,No,Yes,No,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,4.0,Remained about the same,4.0,Remained about the same,Moderate,Worsened,No,,Good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted",,,Both,No contribution,Both,Increased,,In part,57.477798461914,-4.22810363769531
40,101053,1,Scotland,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,No,Yes,Decreased,Decreased,Hardly ever or never,Increased,Very concerned,Some of the time,Decreased,6.0,Remained about the same,5.0,Increased,None,Remained about the same,Yes,Yes,Very good,About the same,Good,Worse,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, positively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,No contribution,Contribution of time,Remained about the same,,In part,57.2304992675781,-2.52029418945312
41,101053,2,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,HNC/HND or equivalent,Protestant,,Married,2,,None,,,,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,No,Yes,No,Yes,No,Yes,Remained about the same,Decreased,Yes,Yes,No,Yes,Yes,No,Decreased,Decreased,Yes,Yes,No,No,Yes,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Decreased,5.0,Increased,3.0,Remained about the same,None,Remained about the same,Yes,No,Good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, positively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,Both,,Increased,Increased,Yes,57.2304992675781,-2.52029418945312
42,101053,3,Scotland,,Female,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,O level/O grade or equivalent,Protestant,,Married,3,,,None,,,2,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,Yes,No,No,Remained about the same,Remained about the same,No,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,4.0,Remained about the same,7.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Fair,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, mixed impact","Yes, positively impacted","Yes, mixed impact",,,Contribution of time,,,Remained about the same,,In part,57.2111053466796,-2.20370483398437
43,101058,1,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Decreased,Decreased,No,No,No,No,No,No,,,Yes,No,No,Yes,No,Yes,Decreased,Decreased,Yes,No,Yes,Yes,Yes,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Most of the time,Increased,5.0,Remained about the same,6.0,Increased,Moderate,Worsened,No,,Very good,About the same,Excellent,Better,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, positively impacted",,,No contribution,No contribution,Contribution of time,,,Yes,57.0991058349609,-2.54440307617187
44,101061,1,Scotland,,Female,55-64 years,,,Employed,A private or family household,Still being bought,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,2,,1,,,,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Remained about the same,Decreased,Yes,Yes,No,Yes,No,Yes,Decreased,Decreased,No,No,No,No,No,Yes,Decreased,Decreased,Yes,No,Yes,Yes,No,Yes,Remained about the same,Decreased,Some of the time,Increased,Extremely concerned,None of the time,Decreased,5.0,Remained about the same,3.0,Increased,Moderate,Remained about the same,Yes,No,Good,About the same,Fair,Worse,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Contribution of time,Both,Remained about the same,Remained about the same,Yes,56.4210052490234,-3.47659301757812
45,101061,2,Scotland,,Male,65-74 years,,,Other,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Increased,Decreased,No,No,No,No,No,No,,,Yes,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,No,Yes,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,Some of the time,Remained about the same,7.0,Increased,7.0,Remained about the same,None,Remained about the same,Yes,No,Good,Worse,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Both,Both,,Increased,Remained about the same,Yes,56.6903076171875,-2.78880310058593
46,101063,1,Scotland,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,Yes,No,No,No,No,No,Increased,Decreased,No,No,No,No,No,No,,,Yes,No,No,Yes,No,Yes,Increased,Decreased,Yes,No,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,7.0,Increased,3.0,Remained about the same,Moderate,Worsened,Yes,No,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, positively impacted","Yes, positively impacted","Yes, mixed impact",No impact,,,Financial contribution,Financial contribution,Financial contribution,Increased,Remained about the same,Yes,55.9488983154296,-3.16319274902343
47,101063,2,Scotland,,Female,55-64 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,1,Yes,,,,,3,Yes,Yes,Yes,No,No,No,No,No,,,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,Yes,No,Yes,Increased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Increased,1.0,Remained about the same,Mild,Remained about the same,No,,Excellent,Better,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,,,Both,,,,55.9389038085937,-5.55900573730468
48,101063,3,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,Yes,English,Postgraduate/higher degree,Other Christian,,Divorced,None,,,,,,1,Yes,Yes,No,No,No,No,No,No,,,No,Yes,No,No,No,No,Increased,Remained about the same,No,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,Yes,No,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Decreased,7.0,Remained about the same,3.0,Decreased,Mild,Remained about the same,No,,Very good,About the same,Very good,Better,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, positively impacted","Yes, mixed impact","Yes, mixed impact",,,Both,,Contribution of time,Increased,,In part,56.4338073730468,-3.164794921875
49,101063,4,Scotland,,Male,55-64 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,O level/O grade or equivalent,Protestant,,Married,2,,None,,,,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Increased,Increased,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,A little concerned,Some of the time,Decreased,1.0,Increased,4.0,Increased,Mild,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, mixed impact",No impact,No impact,,,Financial contribution,No contribution,Both,Increased,,Yes,56.0348052978515,-3.49809265136718
50,101066,1,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,Postgraduate/higher degree,Other Christian,,Married,None,,,,,,2,No,Yes,No,No,No,No,No,No,,,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,No,Yes,No,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,3.0,Decreased,1.0,Remained about the same,Mild,Remained about the same,Yes,No,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,,Contribution of time,Decreased,,In part,55.702896118164,-3.95120239257812
51,101066,2,Scotland,,Male,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Irish,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,4,,,,None,,1,No,Yes,Yes,Yes,No,No,No,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Remained about the same,Decreased,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,5.0,Remained about the same,3.0,Remained about the same,None,Remained about the same,Yes,No,Fair,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,,,Increased,,In part,57.610107421875,-3.61759948730468
52,101066,3,Scotland,,Male,75 or more years,,,Retired,A private or family household,Still being bought,"No, I live with at least one other person",British,First degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,No,No,No,No,No,No,,,No,Yes,No,No,Yes,Yes,Remained about the same,Remained about the same,Yes,Yes,No,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Very concerned,None of the time,Remained about the same,7.0,Remained about the same,7.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Both,,Both,Remained about the same,,In part,57.4902954101562,-3.90020751953125
53,101066,4,Scotland,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,No,No,No,,,No,No,No,Yes,Yes,Yes,Remained about the same,Decreased,Yes,Yes,Yes,No,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,7.0,Decreased,7.0,Remained about the same,None,Remained about the same,Yes,No,Very good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, positively impacted",No impact,,,Both,Both,Contribution of time,Decreased,Decreased,In part,57.610107421875,-3.61759948730468
54,101066,5,Scotland,,Female,65-74 years,,,Retired,A private or family household,Privately rented,Yes,Scottish,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Divorced,2,,None,,,,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Increased,Decreased,No,No,Yes,Yes,No,Yes,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Increased,Increased,Yes,Yes,Yes,Yes,No,Yes,Increased,Decreased,Some of the time,Increased,Very concerned,Some of the time,Decreased,3.0,Remained about the same,4.0,Remained about the same,None,Remained about the same,Yes,Yes,Good,About the same,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, negatively impacted",No impact,"Yes, positively impacted",,,Financial contribution,No contribution,No contribution,Increased,,Yes,57.4902954101562,-3.90020751953125
